Input Size,Insertion Time (ms)
59400,34.9277
59500,36.9986
59600,36.3609
59700,25.6111
59800,23.0163
59900,25.8072
60000,31.0173
60100,43.5064
60200,29.7571
60300,31.138
60400,38.4518
60500,32.4133
60600,26.7747
60700,34.986
60800,40.3478
60900,42.6395
61000,46.2119
61100,41.9386
61200,34.6964
61300,26.5045
61400,29.3288
61500,32.236
61600,35.8252
61700,44.8904
61800,38.6116
61900,43.7698
62000,38.4218
62100,37.6616
62200,32.0153
62300,41.1757
62400,37.7394
62500,36.767
62600,29.7055
62700,28.7627
62800,29.8929
62900,27.8469
63000,34.2852
63100,38.5065
63200,34.2567
63300,29.2937
63400,28.4026
63500,30.8205
63600,28.9543
63700,37.6648
63800,49.9444
63900,58.5721
64000,39.73
64100,51.2757
64200,50.0083
64300,30.5455
64400,44.7111
64500,26.7942
64600,29.4639
64700,29.714
64800,42.772
64900,40.274
65000,48.028
65100,40.1193
65200,37.1281
65300,44.7435
65400,36.0928
65500,31.8167
65600,31.5593
65700,29.7701
65800,35.9107
65900,31.5053
66000,23.7283
66100,26.4935
66200,42.1627
66300,23.8674
66400,26.4101
66500,30.0628
66600,33.6495
66700,38.9906
66800,35.1419
66900,27.5684
67000,38.034
67100,26.2656
67200,28.2289
67300,29.4023
67400,26.0394
67500,29.4312
67600,29.1646
67700,30.2255
67800,28.9937
67900,38.0368
68000,26.0015
68100,36.7633
68200,42.482
68300,29.4888
68400,27.3558
68500,40.7861
68600,30.0531
68700,30.1555
68800,40.0231
68900,34.452
69000,46.6086
69100,37.0235
69200,58.0572
69300,44.0681
69400,45.2893
69500,41.0295
69600,37.8111
69700,51.764
69800,46.1764
69900,30.6076
70000,27.3555
70100,28.2051
70200,40.507
70300,34.5702
70400,29.2866
70500,29.3069
70600,31.3232
70700,31.4035
70800,30.4658
70900,32.5404
71000,44.4322
71100,27.4102
71200,54.7092
71300,49.9864
71400,45.3096
71500,50.0889
71600,41.2701
71700,46.7924
71800,46.6331
71900,37.5261
72000,48.8427
72100,98.7276
72200,47.9688
72300,54.9319
72400,49.5707
72500,37.1553
72600,32.6213
72700,31.0956
72800,28.2027
72900,29.4337
73000,33.0007
73100,50.6085
73200,25.784
73300,67.4811
73400,49.7897
73500,25.3003
73600,24.6413
73700,27.8514
73800,28.4194
73900,27.7391
74000,27.728
74100,29.3527
74200,38.9721
74300,33.2047
74400,32.6106
74500,46.6556
74600,33.1296
74700,51.2337
74800,32.8908
74900,30.1039
75000,39.6087
75100,32.4929
75200,34.9541
75300,35.9149
75400,48.7164
75500,43.6938
75600,46.51
75700,34.6016
75800,35.0063
75900,26.7353
76000,40.9879
76100,29.3705
76200,48.7798
76300,27.0389
76400,28.7538
76500,28.2989
76600,34.9513
76700,36.0004
76800,26.0926
76900,27.2307
77000,41.48
77100,27.7445
77200,29.3962
77300,29.306
77400,33.082
77500,33.1412
77600,34.6062
77700,36.7218
77800,36.0892
77900,44.6234
78000,35.2907
78100,51.5883
78200,59.693
78300,51.279
78400,36.474
78500,34.6421
78600,35.1677
78700,36.8564
78800,43.6118
78900,53.7803
79000,57.7005
79100,46.1874
79200,38.2379
79300,29.6484
79400,33.93
79500,34.9797
79600,33.5844
79700,36.1519
79800,29.2175
79900,48.5755
80000,36.2139
80100,35.1268
80200,34.1418
80300,43.7244
80400,27.1728
80500,32.5823
80600,30.4598
80700,31.8871
80800,43.3062
80900,29.1721
81000,29.35
81100,30.644
81200,34.5243
81300,30.3395
81400,31.0522
81500,54.8235
81600,28.537
81700,33.8531
81800,30.9348
81900,41.5915
82000,51.5306
82100,33.4195
82200,29.1696
82300,29.8022
82400,33.5324
82500,37.5479
82600,36.0188
82700,41.0907
82800,30.0525
82900,30.0151
83000,56.1708
83100,43.6232
83200,60.5007
83300,24.263
83400,29.6939
83500,31.0956
83600,35.89
83700,36.5539
83800,44.8027
83900,36.8419
84000,47.5676
84100,40.39
84200,52.7501
84300,62.1616
84400,33.7936
84500,54.0128
84600,36.842
84700,43.9772
84800,30.102
84900,43.5547
85000,47.3065
85100,29.338
85200,37.0562
85300,30.3401
85400,34.9961
85500,36.9508
85600,34.0581
85700,33.5063
85800,32.5939
85900,32.388
86000,31.9628
86100,34.7412
86200,36.3639
86300,49.7614
86400,48.4128
86500,31.2038
86600,31.7479
86700,32.2355
86800,54.4242
86900,44.2957
87000,37.5032
87100,30.9355
87200,34.5572
87300,35.0146
87400,36.4794
87500,47.427
87600,40.9261
87700,38.9361
87800,29.6454
87900,32.4498
88000,30.3055
88100,29.7024
88200,33.6723
88300,41.4797
88400,39.2716
88500,56.6084
88600,65.3068
88700,34.5475
88800,37.0393
88900,49.0361
89000,47.3664
89100,37.6739
89200,48.7063
89300,63.9211
89400,64.0998
89500,39.6281
89600,37.2129
89700,34.7249
89800,49.5216
89900,42.5573
90000,42.5844
90100,38.4462
90200,43.3123
90300,31.5621
90400,40.3932
90500,44.7921
90600,48.1199
90700,41.0352
90800,34.7948
90900,39.589
91000,39.9572
91100,36.2001
91200,38.4759
91300,54.0063
91400,45.7272
91500,37.9563
91600,32.8451
91700,38.2746
91800,48.1554
91900,59.7941
92000,46.0842
92100,40.5404
92200,35.0023
92300,37.9844
92400,42.0423
92500,35.573
92600,40.6224
92700,35.3235
92800,38.0192
92900,44.4081
93000,33.5166
93100,35.5384
93200,44.8893
93300,43.2336
93400,47.1495
93500,52.5657
93600,60.3296
93700,60.1351
93800,63.5063
93900,59.989
94000,40.1953
94100,63.2833
94200,71.7527
94300,61.5001
94400,50.6659
94500,46.0215
94600,65.8907
94700,63.7879
94800,49.9221
94900,38.8467
95000,56.1011
95100,46.1725
95200,58.0359
95300,36.1322
95400,37.2092
95500,45.2834
95600,39.6127
95700,39.7513
95800,42.3304
95900,48.2168
96000,42.9715
96100,41.817
96200,46.4755
96300,37.8338
96400,51.2966
96500,44.3552
96600,45.2497
96700,53.7427
96800,57.2852
96900,48.1597
97000,39.8524
97100,47.0339
97200,56.2686
97300,69.7827
97400,79.5747
97500,71.2515
97600,33.6797
97700,45.449
97800,43.7604
97900,46.952
98000,59.3886
98100,52.0344
98200,44.3379
98300,40.2337
98400,46.4564
98500,38.7967
98600,46.759
98700,41.0739
98800,44.8906
98900,50.8234
99000,69.4603
99100,60.6795
99200,59.257
99300,67.4685
99400,76.5005
99500,80.1713
99600,68.4778
99700,46.472
99800,62.3369
99900,39.3164
100000,49.1078
105000,62.5886
110000,61.6384
115000,52.8856
120000,56.8136
125000,58.0735
130000,53.9254
135000,74.2836
140000,107.062
145000,213.411
150000,56.9668
155000,85.9587
160000,139.87
165000,81.2168
170000,72.5704
175000,72.7432
180000,76.8796
185000,78.9031
190000,94.4285
195000,105.458
200000,91.7082
205000,91.0951
210000,112.222
215000,153.156
220000,132.515
225000,157.194
230000,128.854
235000,125.87
240000,129.503
245000,130.721
250000,141.742
255000,149.739
260000,182.744
265000,223.143
270000,203.51
275000,254.351
280000,215.052
285000,156.942
290000,457.553
295000,132.129
300000,135.592
305000,133.919
310000,238.146
315000,298.18
320000,211.077
325000,188.956
330000,214.931
335000,184.894
340000,219.803
345000,194.174
350000,224.855
355000,201.526
360000,323.165
365000,245.473
370000,269.011
375000,230.807
380000,271.735
385000,225.748
390000,209.397
395000,213.732
400000,209.906
405000,201.484
410000,216.374
415000,239.103
420000,185.017
425000,223.96
430000,207.368
435000,210.436
440000,219.346
445000,232.758
450000,238.89
455000,244.823
460000,253.269
465000,257.393
470000,230.105
475000,234.698
480000,264.057
485000,288.017
490000,288.961
495000,341.036
500000,268.725
505000,344.368
510000,293.51
515000,397.861
520000,345.284
525000,276.385
530000,335.375
535000,306.039
540000,335.696
545000,351.768
550000,335.694
555000,348.234
560000,334.015
565000,338.328
570000,380.165
575000,337.103
580000,608.984
585000,282.102
590000,314.008
595000,300.964
600000,306.618
605000,309.842
610000,322.373
615000,289.293
620000,338.927
625000,343.987
630000,365.09
635000,347.164
640000,359.459
645000,344.563
650000,356.945
655000,382.757
660000,338.646
665000,414.607
670000,354.128
675000,343.606
680000,352.39
685000,352.746
690000,383.197
695000,360.234
700000,370.63
705000,378.563
710000,371.927
715000,398.567
720000,403.675
725000,391.658
730000,399.372
735000,389.659
740000,418.109
745000,413.688
750000,436.025
755000,387.52
760000,465.745
765000,422.061
770000,415.488
775000,481.904
780000,434.825
785000,438.575
790000,439.55
795000,462.318
800000,459.659
805000,478.343
810000,475.016
815000,525.653
820000,491.25
825000,486.218
830000,518.1
835000,675.556
840000,623.87
845000,576.471
850000,526.581
855000,442.943
860000,486.899
865000,508.822
870000,517.569
875000,530.788
880000,510.529
885000,540.093
890000,582.28
895000,569.895
900000,568.376
905000,591.666
910000,557.278
915000,790.448
920000,579.418
925000,567.506
930000,581.646
935000,634.477
940000,540.287
945000,602.614
950000,641.309
955000,564.292
960000,613.665
965000,570.316
970000,599.996
975000,574.077
980000,663.313
985000,648.095
990000,627.475
995000,725.38
>>>>>>> d8efb80b235abf66871162baa51dcfa650700deb
